url_core,insularity_media,N_url,max_party,N_party,rel_party
goo,0.834857158576195,63,EAJ-PNV,2,0.00464037122969838
kioskoymas,0.828987538717455,92,EAJ-PNV,2,0.00464037122969838
eldiariomontanes,0.826655887189965,79,PSOE,34,0.000960126510787304
atresplayer,0.825904484759896,142,EAJ-PNV,4,0.00928074245939675
ow,0.822080341825771,133,Misc.,53,0.00348844862765747
diariodecadiz,0.819966146303313,65,Cs,6,0.00172910662824208
vozpopuli,0.819344674816523,699,Cs,69,0.0198847262247839
elmon,0.813158270414164,182,ERC-CATSÍ,29,0.01416015625
andaluciainformacion,0.8102608710566,66,Cs,7,0.00201729106628242
lamoncloa,0.810146954874642,149,PSC-PSOE,26,0.00404921351814359
abc,0.809358426802721,3909,PP,2621,0.0814582297364495
servimedia,0.807973964982427,70,PSC-PSOE,25,0.00389347453667653
elcorreo,0.804986348407711,134,EAJ-PNV,6,0.0139211136890951
elcomercio,0.799379789619372,157,PSOE,110,0.00310629165254716
diariovasco,0.799344052820992,70,EAJ-PNV,3,0.00696055684454756
elnortedecastilla,0.794027886443084,152,VOX,60,0.00270574971815107
larazon,0.793810878931565,778,PP,532,0.0165340626553953
naciodigital,0.792306690540236,342,ERC-CATSÍ,74,0.0361328125
ivoox,0.784011672479705,54,PP,26,0.000808055693684734
cope,0.783384885879916,452,PP,315,0.00978990551964197
larepublica,0.783285519376883,54,JxCat-JUNTS,9,0.0038860103626943
elnacional,0.781876669795007,779,ERC-CATSÍ,117,0.05712890625
lavozdeasturias,0.779877895571354,67,UP,13,0.00131632239773188
elconfidencialdigital,0.775187813835866,80,VOX,37,0.00166854565952649
elperiodic,0.773088683072207,65,Cs,4,0.00115273775216138
mscbs,0.770566531112587,221,PsdeG-PSOE,15,0.00483403158233967
cort,0.768150263171414,156,Misc.,73,0.00480484433620746
ccma,0.766354697433735,352,JxCat-JUNTS,97,0.0418825561312608
expansion,0.765667158870786,507,JxCat-JUNTS,71,0.0306563039723662
levante-emv,0.76534371683579,333,PSOE,176,0.00497006664407546
valenciaplaza,0.764469965396337,232,PSOE,114,0.00321924771263978
ara,0.754903083557874,445,JxCat-JUNTS,103,0.0444732297063903
cuartopoder,0.751530187665686,150,ECP-GUAYEM EL CANVI,15,0.0130434782608696
vilaweb,0.749952265634433,558,Misc.,382,0.0251431580333048
ctxt,0.746939540083059,191,ECP-GUAYEM EL CANVI,18,0.0156521739130435
lamarea,0.744191170844738,67,ECP-GUAYEM EL CANVI,4,0.00347826086956522
diariodeleon,0.742083399399201,68,PSOE,34,0.000960126510787304
diario16,0.74116441461449,290,ERC-CATSÍ,37,0.01806640625
elpuntavui,0.724391223496339,213,ERC-CATSÍ,32,0.015625
facebook,0.722388801229803,4999,EAJ-PNV,77,0.178654292343387
diariodesevilla,0.718317921043703,125,PSOE,66,0.0018637749915283
elmundo,0.716744085483543,3631,Cs,397,0.114409221902017
diariosur,0.71609512442031,197,PSOE,74,0.00208968711171354
ideal,0.716094016168679,117,PSOE,82,0.00231559923189879
nuevatribuna,0.715222281116525,131,PSOE,94,0.00265446741217666
telemadrid,0.710441119269706,53,PP,24,0.000745897563401293
eldia,0.708482484678012,123,Misc.,35,0.00230369248996248
elplural,0.707751111283555,471,PSC-PSOE,67,0.0104345117582931
boe,0.69829125169196,106,JxCat-JUNTS,9,0.0038860103626943
elperiodico,0.696264207149823,1030,PSC-PSOE,411,0.0640087213829622
eleconomista,0.691115476785204,417,Cs,58,0.0167146974063401
antena3,0.681762514307181,141,PP,75,0.00233092988562904
bit,0.672101779021883,249,EAJ-PNV,3,0.00696055684454756
marca,0.668358663044922,84,EAJ-PNV,1,0.00232018561484919
heraldo,0.66794548507063,194,PP,101,0.00313898557931377
elindependiente,0.659629476474756,388,Cs,27,0.00778097982708934
elsiglodeuropa,0.657074836054456,52,JxCat-JUNTS,4,0.00172711571675302
pscp,0.654283389899366,479,EH Bildu,23,0.0234454638124363
elespanol,0.647081823729972,1362,Cs,147,0.0423631123919308
cuatro,0.643944235732073,66,EAJ-PNV,1,0.00232018561484919
redaccionmedica,0.635610339886686,109,VOX,46,0.00207440811724915
telecinco,0.622454578515459,119,EAJ-PNV,1,0.00232018561484919
theguardian,0.599477337553617,96,ECP-GUAYEM EL CANVI,4,0.00347826086956522
infolibre,0.588232043890018,381,Misc.,137,0.00901731060356743
publico,0.587496095386702,1542,UP,625,0.0632847306601863
elboletin,0.586166085176356,166,PSOE,97,0.00273918445724613
ondacero,0.578709145142239,180,Cs,11,0.0031700288184438
instagram,0.574706899667005,1400,VOX,480,0.0216459977452086
elpais,0.567837069066332,6224,PsdeG-PSOE,844,0.271994843699646
huffingtonpost,0.55666064555939,528,PSOE,316,0.00892352874731729
rtve,0.555064806664944,575,EAJ-PNV,11,0.0255220417633411
cadenaser,0.552908809075363,1729,PsdeG-PSOE,98,0.0315823396712859
elconfidencial,0.55025075897713,1582,Cs,143,0.0412103746397695
20minutos,0.544609976805196,603,PSOE,260,0.00734214390602056
eldiario,0.54002618547397,4185,UP,1097,0.111077359254759
congreso,0.518002248509859,434,PSC-PSOE,80,0.0124591185173649
lainformacion,0.517900672436328,151,Cs,6,0.00172910662824208
efe,0.495719196822567,195,Misc.,41,0.00269861120252748
change,0.487616412186165,173,ECP-GUAYEM EL CANVI,3,0.00260869565217391
lavanguardia,0.483895721310447,1810,ECP-GUAYEM EL CANVI,83,0.0721739130434783
wordpress,0.470833096510421,273,Misc.,70,0.00460738497992497
lasexta,0.421468009137228,268,PSC-PSOE,34,0.00529512536988008
nytimes,0.396052120497326,90,EAJ-PNV,1,0.00232018561484919
google,0.348593261159118,133,UP,16,0.00162008910490077
europapress,0.296219408515651,1786,Cs,106,0.0305475504322767
youtube,0.25337664289157,4977,VOX,1399,0.0630890642615558
twitter,0.187621655218267,47454,EH Bildu,593,0.604485219164118
