K,url_core,gini,N_url
20,celiadelavergne,0.586226063404104,4
20,humanite,0.318309675754353,61
20,radiomelodie,0.620147704556002,1
20,parismatch,0.311595412936565,138
20,le-bon-sens,0.504291805797304,7
20,bpifrance,0.669661539758821,3
20,moto-net,0.603683314693923,1
20,mechantreac,0.745407419035856,7
20,africapresse,0.551376773861609,2
20,maville,0.475363687116705,8
20,connaissancedesarts,0.766928035975202,2
20,valeursactuelles,0.282149463010682,339
20,usbeketrica,0.360107088729839,8
20,aisnenouvelle,0.896965019870122,1
20,generations-futures,0.494651641302867,4
20,martineleguilleballoy,0.491603509933676,8
20,bastamag,0.298072863349673,32
20,cnews,0.260779215611325,107
20,haut-conseil-egalite,0.535247680244848,3
20,lechorepublicain,0.267180506767254,40
20,lagazettedescommunes,0.281905059529816,33
20,olga-givernet,0.56710651735631,2
20,lesinrocks,0.305335713809745,35
20,goodplanet,0.629963443713628,2
20,senat,0.404333537728955,18
20,laprovence,0.286249342820355,114
20,rue89bordeaux,0.447512339453012,11
20,leji,0.556616072452,2
20,cheminsdememoire,0.775911191758899,1
20,tv5monde,0.365291829672492,7
20,sudradio,0.357355048007824,42
20,caledonie-ensemble,0.519808627385392,11
20,nextinpact,0.455289173023822,16
20,europa,0.597195700914834,14
20,apf-francehandicap,0.779063343426674,1
20,reporterre,0.283706966035977,83
20,urlz,0.151308660484614,69
20,legorafi,0.433912726241357,21
20,larepubliquedespyrenees,0.412610121883499,10
20,paysan-breton,0.639821171863301,2
20,typhaniedegois,0.506900869179268,20
20,centenaire,0.82046825072914,1
20,benedicte-peyrol,0.656370273946445,4
20,energieetenvironnement,0.748548990650791,1
20,franckmarlin,0.314239342418081,16
20,abadiecaroline,0.552343084904572,3
20,inserm,0.556923274572913,3
20,thibaultbazin,0.639296663439834,5
20,sendibm1,0.449447252259381,7
20,actualitte,0.34572519787606,8
20,nytimes,0.915604001410542,12
20,actu-environnement,0.419045570276648,27
20,jeanfrancoiseliaou,0.552734391725564,4
20,isoc,0.707173588555853,1
20,capital,0.365227470195909,117
20,strategie,0.492823760133009,11
20,elisabeth-toutut-picard,0.279087735409128,60
20,jacqueskrabal,0.6002734414103,1
20,fabricebrun,0.394506170258183,9
20,admd,0.783086300782601,1
20,autoplus,0.673585265718275,3
20,bit,0.288274614865031,73
20,laec,0.624433283177728,2
20,epaps,0.750772696391821,1
20,ambitionlogement,0.79038631493444,1
20,info-chalon,0.416609725193786,20
20,bulletindescommunes,0.794339719922571,2
20,rts,0.472253924975634,5
20,objectifgard,0.485471101607006,4
20,augure,0.585727058748195,9
20,etalab,0.618151713550816,5
20,lessocialistes,0.546127573411971,31
20,morbihan,0.651707478206877,4
20,dfco,0.91382245741304,1
20,letemps,0.319193351372314,21
20,florianbachelier,0.383509284577469,20
20,vivianedebeaufort,0.507581039167203,1
20,politico,0.889714004069882,8
20,konbini,0.656329600587334,5
20,parti-udi,0.454380029573979,19
20,lenergeek,0.656624863143921,6
20,murielressiguier,0.241211937120097,16
20,radio-canada,0.4310828724339,5
20,madeinmarseille,0.414034247868997,11
20,publicsenat,0.307180621415875,106
20,republicain-lorrain,0.28239687538889,42
20,didierlegac,0.289074222232857,17
20,eurojournalist,0.818436883272359,3
20,lcp,0.515569199131295,81
20,ecofoot,0.552486794859528,2
20,dominiquedavid,0.606984206396482,3
20,9110,0.642071283968714,8
20,slate,0.334773174251588,42
20,associations,0.689739395853949,20
20,varmatin,0.554828238209099,12
20,lejdc,0.523152821016195,5
20,france24,0.314657652647985,46
20,weculte,0.878931718503817,1
20,ille-et-vilaine,0.816150638877741,1
20,campaign-archive,0.375716066557947,13
20,zinfos974,0.324527443324916,5
20,wordpress,0.354622520019748,36
20,courrierdesmaires,0.450596971261685,9
20,paris-normandie,0.287753281055986,34
20,lemondedesartisans,0.743667852127942,1
20,laculturegenerale,0.731449131026348,1
20,medialot,0.473845211608162,12
20,novethic,0.348113804295224,16
20,jacqueline-dubois,0.629142445520523,9
20,var,0.761019063853742,2
20,brunobonnell,0.555906815527748,3
20,nicolebertin,0.722542053559136,1
20,lest-eclair,0.327947185681516,15
20,anticor,0.686597565729353,5
20,j,0.797931420935605,7
20,economist,0.964679733591286,15
20,politique-animaux,0.590502988231368,11
20,vincentthiebaut,0.559488618802191,7
20,atlantico,0.328928629020048,56
20,ledauphine,0.284383943388068,77
20,moto-journal,0.834348149986936,1
20,sosmediterranee,0.783424277875989,1
20,sabinethillaye,0.724916790458541,4
20,ina,0.567205483224695,4
20,lejournaldugers,0.360555385136356,5
20,lavie,0.451114148052765,10
20,vie-publique,0.717396275511077,10
20,odoxa,0.765334136282508,1
20,lainagricole,0.905197385592344,1
20,jeuneafrique,0.446534711682703,10
20,lunion,0.370228828721346,33
20,epsilonmelia,0.739768821893966,1
20,charentelibre,0.361097230662578,19
20,un,0.446082986438137,10
20,bostonreview,1,1
20,komitid,0.513787399587732,8
20,liemhoangngoc,0.760745092914516,1
20,solagro,0.803022929192352,1
20,diplomatie,0.366766755020968,47
20,heuredupeuple,0.588332132412964,4
20,centre-presse,0.434285690452755,9
20,faire-face,0.74988915982565,1
20,wixstatic,0.667989661427283,16
20,theguardian,0.87846853820466,19
20,nordeclair,0.342155680092498,18
20,maisondelartisan,0.778691584067479,1
20,debatpublic,0.90556467388061,1
20,futura-sciences,0.613097321991695,9
20,gcononmerci,0.814498456651561,1
20,ffbb,0.812966255055603,1
20,patriceanato,0.526035022956596,5
20,huguesrenson,0.500777788322075,13
20,lejsl,0.272609051357934,18
20,usinenouvelle,0.352786879162503,38
20,alainperea,0.742891328598766,2
20,erwanbalanant,0.455179927469392,5
20,aqui,0.417536928338303,3
20,dna,0.376128877555186,30
20,lumni,0.662985476501956,3
20,pompiersparis,0.974180167270834,7
20,economie,0.552782605653858,100
20,equaltimes,0.740289475942816,1
20,newyorker,0.997764060864354,1
20,courrierinternational,0.438788495294687,28
20,fannettecharvier,0.629109017970854,2
20,cre,0.88812295687624,1
20,sbc29,0.798441196761878,6
20,radio6,0.613720365834805,3
20,sophie-panonacle,0.563694865941334,2
20,sciencepost,0.725362815889377,2
20,luccarvounas,0.422780251528939,19
20,annegenetet,0.292032669873019,94
20,centrepresseaveyron,0.50805011045106,3
20,lemoci,0.685223693548147,1
20,lesoir,0.595802171813109,5
20,elysee,0.479656297992224,307
20,letudiant,0.455699111427188,12
20,beaune-tourisme,0.81591846340287,4
20,developpement-durable,0.704449657332787,5
20,villes-cyclables,0.732854965705607,1
20,monde-diplomatique,0.335250472435451,17
20,athle,0.746108360695456,1
20,nicolas-turquois,0.911786549023057,10
20,didiermartin,0.894946694871242,1
20,legifrance,0.586478449480539,5
20,jacquesmaire,0.353563473961781,9
20,intgovforum,0.972922653650178,2
20,cnil,0.727535046524126,15
20,valerie-oppelt,0.729709036959194,1
20,livreshebdo,0.68673803318575,2
20,ecoactu,0.789813732651532,1
20,lobs,0.366337261390859,9
20,boursorama,0.395860956438661,18
20,le-journal-catalan,0.448467457867647,9
20,rcf,0.439468722821126,8
20,franceolympique,0.84220790487477,1
20,militant,0.833311304964434,6
20,descrozaille,0.477156593111591,17
20,triathlon-vendee,0.87190284458545,2
20,budget,0.841871857645224,1
20,lyoncapitale,0.374535380959062,20
20,f24,0.459737073095951,12
20,picardie-nature,0.665193104974963,1
20,paritarisme-emploi-formation,0.848040453203304,1
20,rousselfabien,0.517119557993347,12
20,brunobonnell-villeurbanne,0.615642876518467,2
20,touteleurope,0.448818791743143,12
20,groupemodem,0.39609767663245,4
20,caradisiac,0.479281809734829,4
20,interieur,0.603145111509564,104
20,afp,0.354377526934339,21
20,wemove,0.789875302172582,1
20,non,0.428529514528766,9
20,ademe,0.616084201196506,6
20,sofoot,0.535091596799877,5
20,egalite-femmes-hommes,0.356172860970847,10
20,manuelbompard,0.640400669033752,2
20,guillaumekasbarian,0.545778078051559,31
20,mon-viti,0.778414147042746,1
20,bastienlachaud,0.355429072043469,71
20,didier-paris,0.407938786279199,7
20,endcorporalpunishment,1,1
20,lessor,0.680348490355341,4
20,inegalites,0.600206989659807,3
20,linfodurable,0.681607697956841,4
20,ssi,0.663176241453111,4
20,vitisphere,0.522806139236097,13
20,i24news,0.535984621499122,15
20,wikipedia,0.418081020139996,8
20,ifop,0.877187139705012,2
20,reforme-retraite,0.695133291698965,17
20,euractiv,0.393158721866461,38
20,handicap,0.450751698944608,48
20,europartenaires,0.722779102356853,1
20,lauriannerossi,0.391099444656271,40
20,fun-mooc,0.547544919969469,3
20,francoisruffin,0.623644351018739,2
20,sandrinemorch,0.778328329364315,2
20,rolandlescure,0.849799850947108,5
20,education,0.5589392121498,62
20,thomasmesnier,0.520179221933463,3
20,bpifrance-creation,0.737948682999578,2
20,meretmarine,0.656389414154134,5
20,lejournaldesentreprises,0.630298845626478,4
20,mailchimp,0.531748272676692,2
20,temoignagechretien,0.75544491984279,1
20,lemamouth,0.441775444447284,11
20,justice,0.496942607238383,6
20,marieclaire,0.50741562933361,8
20,herault-tribune,0.47270669219864,5
20,actu17,0.527049719007318,64
20,boursier,0.685607359234377,2
20,elle,0.480034492430107,24
20,avenirencommun,0.492701655510639,4
20,demotivateur,0.64397734683657,1
20,grandlille,0.59670815067161,2
20,infogram,0.550069933451133,3
20,culture,0.609528107530498,8
20,entreprises,0.724855288213724,6
20,elegia,0.75037652107362,1
20,actu-transport-logistique,0.579318962617818,5
20,modernisation,0.732354669010388,2
20,robert-schuman,0.658299470135795,2
20,30millionsdamis,0.512606241121632,8
20,fne,0.516437812414253,5
20,frederiquelardet,0.689350182148927,1
20,radioparleur,0.629239451305645,1
20,lejournaltoulousain,0.452714512368512,4
20,lafranceagricole,0.411660625439603,15
20,batiactu,0.334701617292609,21
20,editions-observatoire,0.859708259451869,1
20,reseaudurable,0.761332144892058,1
20,pierre-morel,0.774739859909923,1
20,michel-larive,0.732164321012152,6
20,frederic-petit,0.413067681588271,32
20,rue89lyon,0.513931162286144,10
20,impots,0.873026513402913,3
20,tinyurl,0.482986357306712,3
20,vosgesmatin,0.564497474102948,4
20,handicap-international,0.756803413885571,1
20,lemediapresse,0.740700981868552,1
20,animaux-online,0.587733895012484,2
20,lirelactu,0.910888809350766,1
20,agri-mutuel,0.601179197705078,2
20,limportant,0.483431506230711,19
20,gala,0.632889253377213,6
20,gilleslurton,0.684426045336699,3
20,welt,0.93371632116981,2
20,reussirmavie,0.801993535087886,1
20,radio1,0.618638802003006,2
20,affiches-parisiennes,0.381528888773567,18
20,estrepublicain,0.19592762659625,48
20,clicanoo,0.482211802378361,5
20,thenational,1,1
20,sauvonslaforet,0.635949587669034,3
20,journalauto,0.646495626626197,4
20,lemouvement,0.406353977616749,11
20,tl7,0.6929279752386,1
20,lamanchelibre,0.425446139550077,10
20,maddyness,0.493675367279142,6
20,marieangemagne,0.825721168253225,4
20,collectif-aede,0.731300740292542,4
20,optionfinance,0.673146137159145,2
20,alexandralouis,0.727666494940627,2
20,radioorient,0.605463864374091,2
20,anjou-agricole,0.721870788636339,1
20,lejournaldemayotte,0.759485084648599,2
20,orano,0.813952620134605,1
20,amnesty,0.614171212708725,13
20,snj,0.712300708080313,3
20,pcf,0.296614619863511,36
20,tendanceouest,0.376900368907446,16
20,lemoniteur,0.513247615615064,7
20,linsoumission,0.385459660685346,22
20,euronews,0.482909016727807,11
20,bondyblog,0.418193995450831,10
20,larotative,0.65840276543122,1
20,nationalgeographic,0.540227887236175,6
20,laicite-republique,0.631954291647934,1
20,positivr,0.534064200438595,5
20,lalibre,0.484777403781151,8
20,emiliechalas,0.548777139200175,5
20,jctaugourdeau,0.426205044256563,16
20,presseagence,0.463031206734741,7
20,societenumerique,0.81755140535743,1
20,catherinefabre,0.579287346958662,10
20,auvergnerhonealpes,0.591838915064301,3
20,reseauactionclimat,0.629340351100901,5
20,lesnumeriques,0.537051150835904,5
20,eric-ciotti,0.817276135671376,17
20,dominiquepotier,0.483113689258895,4
20,xavieralberti,0.729483052312592,2
20,sebastiennadot,0.82647773573373,1
20,mouvementdemocrate,0.375002125173327,86
20,csa,0.653144645084106,3
20,ft,0.985717811527088,13
20,sumofus,0.583978847366025,3
20,taurillon,0.682608181742953,2
20,paulmolac,0.622144664149,3
20,hctisn,0.617694121723642,1
20,prix-entreprise-salaries-aidants,0.707945967129937,1
20,campusfrance,0.736826534103622,1
20,alainbruneel,0.535132628708002,7
20,vialmtv,0.789800688278525,1
20,fi33,0.611193444288776,2
20,armateursdefrance,0.89263561677482,1
20,amf,0.717113948898348,4
20,ac-versailles,0.948107139244635,2
20,bertrandpancher,0.684416889232853,1
20,tv78,0.465825167899279,5
20,larevuedudigital,0.617433220108258,1
20,santementale,0.697285101600895,2
20,celine-calvez,0.470432678507127,10
20,ambafrance,0.548943660104011,7
20,rtbf,0.413113597135772,10
20,niameyetles2jours,0.756836235040505,1
20,programme-tv,0.593682922677505,5
20,closermag,0.583930737798268,3
20,associationjetaide,0.814152232886403,1
20,das-parlament,0.900452392161815,1
20,christinepiresbeaune,0.740332372642115,2
20,lepetiteconomiste,0.809024260223051,1
20,legrandsoir,0.684589059406088,1
20,ainakuric,0.518396984435616,3
20,dalloz-actualite,0.609199417471121,9
20,leetchi,0.450131552821497,20
20,service-public,0.529965940204067,12
20,tetu,0.404515868826737,33
20,occitanie-tribune,0.622147861081736,3
20,sendinblue,0.367020221178047,15
20,lepartidegauche,0.718321026541979,3
20,reuters,0.401731997718941,23
20,lyonne,0.439671883708588,12
20,jclagarde,0.750036722070135,3
20,paris,0.515042880026529,10
20,linfokwezi,0.798790559360065,1
20,defense,0.484016439873932,34
20,jforum,0.836119321572096,1
20,tv83,0.524389530697801,10
20,tribunal-administratif,0.916739651333611,1
20,ccomptes,0.741519301976261,5
20,ampproject,0.413081939492247,5
20,granddebat,0.856686936719176,3
20,leblogdesinstitutionnels,0.783216718266174,1
20,blogdumoderateur,0.443166499340864,9
20,agnesthill,0.459401449187497,25
20,lemondeinformatique,0.34233046217219,5
20,24matins,0.593620102317969,3
20,attac,0.412105119033805,17
20,oxfamfrance,0.68808922738569,1
20,guillaumechiche,1,1
20,defense-92,0.772806786926885,2
20,laurentsaintmartin,0.385031026186973,68
20,journaldesfemmes,0.512866382693837,5
20,corsematin,0.35373727790913,12
20,journaldelenvironnement,0.44941148642584,8
20,yahoo,0.898468659927458,36
20,lasemainedelallier,0.583518730753596,2
20,jazzradio,0.839309030251153,1
20,magcentre,0.438275300787706,18
20,ted,0.749977805343125,1
20,npa2009,0.609180681794839,2
20,petitbleu,0.590247151968659,3
20,lpo,0.743817053521423,2
20,terredevins,0.826619860647111,1
20,mydigilife,0.510383927288779,1
20,citoyens,0.417678941122978,17
20,radiohc,0.899425476087421,1
20,armenews,0.385915135771655,7
20,e-cancer,0.842324647587814,1
20,ifri,0.667547883819855,2
20,marsactu,0.382753843292768,8
20,laetitia-avia,0.458713416515084,3
20,uqam,0.647570035826624,1
20,essentiel-sante-magazine,0.661831704795641,2
20,rtsfm,0.811326834166699,1
20,tumblr,0.456313605773385,5
20,damienadam,0.375764674426852,31
20,philippe-folliot,0.812364403641563,1
20,clubic,0.593159004820717,3
20,banquedesterritoires,0.827945292518073,2
20,lehalomagazine,0.751731098843386,1
20,sylviecharriere,0.761507235245565,3
20,app,0.336166008394026,26
20,sandrine-lefeur,0.405313421963107,9
20,cafepedagogique,0.560012346715534,7
20,courdecassation,0.664142910856538,3
20,3fetvous,0.768621107302892,2
20,helloasso,0.430539988464897,7
20,typepad,0.617142503277489,2
20,jlmasson,0.683602740147478,1
20,telegraph,1,3
20,20min,0.75642196918661,10
20,lequotidiendumedecin,0.464201043989093,7
20,bbc,0.783455603741333,8
20,xavier-paluszkiewicz,0.722463691869981,2
20,en-contact,0.731679477620399,1
20,actumaritime,0.568442548330022,1
20,ripostelaique,0.674760757744789,1
20,terrafemina,0.558537174882162,2
20,bdcnetwork,0.986578418082112,1
20,vogue,0.960858667590594,1
20,duoday,0.796952047427998,1
20,descoeur,0.771525452383388,2
20,christine-hennion,0.532155423513027,3
20,ludovicpajot,0.739857823140964,1
20,faz,0.855402104756055,3
20,sosve,0.790801779989813,1
20,lebonbon,0.664205555956373,2
20,generationecologie,0.418943182826795,15
20,lyonmag,0.373269934413549,17
20,montceau-news,0.724389781265173,1
20,parlement-ouvert,0.604270427277123,37
20,justiceinfo,0.760228466942005,1
20,fmlambert,0.485492812542864,21
20,w3,1,1
20,techcrunch,1,3
20,lacimade,0.737018783630888,2
20,philippebilger,0.655539052072479,3
20,emballagesmagazine,0.820986814598715,1
20,tsa-quotidien,0.70463043343911,1
20,tahiti-infos,0.507032239606527,5
20,nessma,0.958233961073825,1
20,nzherald,0.977835643166473,1
20,deciderensemble,0.81932934112762,1
20,irefeurope,0.819405588826744,1
20,apolitical,0.927357434700085,2
20,unhcr,0.694007848750593,2
20,dailygeekshow,0.764655497340397,3
20,tuffnell,0.6281724783181,2
20,tvba,0.778620916338069,1
20,lundi,0.794892335603655,1
20,plastiques-caoutchoucs,0.700289044343812,1
20,lecourrier,0.675154142402599,2
20,lejournalduparlement,0.699650163075764,1
20,fabiennecolboc,0.605999048123706,4
20,terre-net,0.368767306227268,11
20,numerique,0.799910806074716,1
20,francois-cornut-gentille,0.858947499121745,1
20,ccfd-terresolidaire,0.484100316154686,2
20,maritima,0.431028202427853,5
20,lantenne,0.447329824481987,7
20,stelladupont,0.595017902641624,5
20,businessinsider,0.530108962684807,16
20,projetarcadie,0.588404636539504,3
20,kisskissbankbank,0.607580005525976,5
20,politiquematin,0.802205892468971,5
20,hitwest,0.896309607388085,1
20,ohmymag,0.676722063710005,2
20,goal,0.780318650285421,1
20,albane-gaillot,0.670984485792372,2
20,rsedatanews,0.680111749944278,1
20,lemondedudroit,0.49936272251409,7
20,saintnazairenews,0.685192855997426,3
20,journee-mondiale,0.680929331871373,1
20,cosmopolitan,0.748647456088989,2
20,didierbaichere,0.483269450621847,52
20,joelgirauddepute,0.552686539795549,8
20,drome,0.825144731574012,1
20,jeanmichelmis,0.246199799752249,58
20,meurthe-et-moselle,0.816597729191358,1
20,sueddeutsche,0.789335783186578,2
20,opex360,0.66863783185099,2
20,forbes,0.450268031734194,15
20,veolia,0.694541969950866,1
20,courrier-picard,0.504080335299099,7
20,sbc37,0.73247630268204,1
20,oisehebdo,0.688546824366779,3
20,foodwatch,0.789400304343204,1
20,info-tours,0.605539264134056,3
20,conseil-etat,0.830340979980975,8
20,larevueparlementaire,0.715763228085783,1
20,alauzet,0.789786850035631,1
20,lasemaine,0.624683471629259,2
20,stephanierist,0.672338293185806,4
20,ecoco2,0.79170512267331,1
20,cpu,0.778838679893122,2
20,wikiagri,0.612420377817371,3
20,secourspopulaire,0.704850082278583,1
20,24heures,0.621148677060344,3
20,gazette-sante-social,0.746523936436884,1
20,mouvement-europeen,0.627811975391117,1
20,whatsupdoc-lemag,0.710560696242925,2
20,lefildescommuns,0.524912308207665,3
20,chefdentreprise,0.718000902041571,1
20,kaizen-magazine,0.805498929359418,1
20,urgence-ecologie,0.584242895741252,2
20,aufeminin,0.475452105579213,3
20,avaaz,0.699432757134756,2
20,mj,0.649371167884011,1
20,ouste,0.584602642713486,1
20,breizh-info,0.68979880600175,1
20,arche-france,0.790807245435967,1
20,ilgiornale,0.928569512143432,1
20,sott,0.856088317621954,1
20,lepeuplebreton,0.759799074267622,1
20,enquetes-publiques,0.766721059879497,1
20,georgepaulangevin,0.454467561664208,4
20,lesrepublicains-06,0.823375016889201,1
20,tarbes7,0.739945352837821,1
20,centpourcent,0.506850198273597,6
20,zdnet,0.704269482042975,2
20,prefectures-regions,0.680263897339517,4
20,scotsman,0.790269119934021,2
20,sportmag,0.671532419373159,1
20,scienceshumaines,0.731110618645869,3
20,sos-homophobie,0.697288302145888,3
20,europe-en-lorraine,0.720124397435679,7
20,vl-media,0.720307862887009,1
20,genepi,0.657401080094276,1
20,vdn,0.3347169825693,36
20,genieclimatique,0.737152295033949,1
20,lesinfosdupaysgallo,0.880131027422865,1
20,lapresse,0.405940694362864,5
20,err,0.842321580641394,1
20,azinat,0.737439956340651,1
20,soundcloud,0.47314479878678,4
20,apple,0.586927423256333,30
20,jeanlucfugit,0.679848991120998,4
20,l214,0.77744594003832,1
20,gentside,0.661849345959092,3
20,daniel-labaronne,0.717510114225625,1
20,jean-jaures,0.482524828162436,10
20,esprit,0.840638388883023,1
20,cnc,0.851462002057119,1
20,wikisource,0.686268129569124,1
20,zonebourse,0.625678680778875,3
20,hac-foot,0.89487284728522,1
20,ulyces,0.759140905154259,2
20,moneyvox,0.632430185596537,5
20,alpes1,0.613295163677306,3
20,nrpyrenees,0.573940392371459,2
20,francois-jolivet,0.771183829563547,1
20,connaissancedesenergies,0.788034056520421,1
20,afrik,0.597009793646446,2
20,amelialakrafi,0.437185440254374,10
20,legeneraliste,0.624840192587656,4
20,coe,0.547741427389131,4
20,roueninfo,0.872219172034147,1
20,asialyst,0.739957150342633,1
20,rojinfo,0.754576533653131,1
20,rse-magazine,0.580434557761615,2
20,usine-digitale,0.487811614450011,7
20,latribunedelart,0.799587347882553,2
20,meteoconsult,0.823091518244748,1
20,iddri,0.773921499671312,1
20,femmeactuelle,0.737135218532109,5
20,adfh,0.864309257574698,1
20,auto-moto,0.729191677558448,1
20,politiquemedia,0.843796826271692,7
20,politologue,0.747987525062105,1
20,lamarseillaise,0.438509440000425,6
20,marieclairecarreregee,0.87899977562342,1
20,famillechretienne,0.715659639018973,1
20,suresnes-mag,0.674225471675332,1
20,frama,0.325444107814443,10
20,ies,0.987736339898837,1
20,stophomophobie,0.736011445368099,4
20,ozap,0.570656509196827,5
20,malakoff,0.872517542456473,1
20,malakoff-plurielle,0.842180955409438,1
20,adrienquatennens,0.51519720035945,10
20,festivaldesidees,0.717233335834122,2
20,rumeurpublique,0.769928722076531,2
20,parisnanterre,0.698454487929815,1
20,cler,0.701936654480848,2
20,vincentbru,0.748360854015843,1
20,france-catholique,0.742700524562332,1
20,mediacites,0.475051577797929,8
20,alde-pace,0.933225222622223,5
20,lavenirdelartois,0.814401820609402,3
20,jeancharleslarsonneur,0.487776758975124,2
20,libertepolitique,0.662917553935499,1
20,paris-pantheon,0.723850411240835,1
20,theverge,1,1
20,laniouzagri,0.734539570367495,2
20,vmf214,0.824993416567961,2
20,360,0.537211011738881,1
20,fondation-patrimoine,0.771785140914772,2
20,nicolelepeih,0.6755330285442,2
20,ugobernalicis,0.455867866930364,19
20,fabien-gouttefarde,0.79322463780355,1
20,agenda-2030,0.754918902839144,3
20,arte,0.626656719467605,4
20,framaforms,0.752732731733073,1
20,lepotsolidaire,0.531695211030731,3
20,lesalonbeige,0.771808838493767,1
20,deputes-socialistes,0.800272868837446,1
20,newsweed,0.667189705343899,2
20,cryptonaute,0.552958752125163,1
20,deputes-les-republicains,0.715553823966805,1
20,lachainemeteo,0.717238855870188,1
20,sdv,0.79040659690273,1
20,agefi,0.723595804871895,2
20,infonormandie,0.825029397092612,1
