party_short,topic,Score
SPÖ,T11.the,0.150973944658926
NEOS,T11.the,0.394639378517194
FPÖ,T11.the,0.244393126546112
ÖVP,T11.the,0.661511817386797
GRÜNE,T12.frauen,0.583827815499001
SPÖ,T12.frauen,0.579477721982164
NEOS,T12.frauen,0.255614290711132
FPÖ,T12.frauen,0.236232778410776
ÖVP,T12.frauen,0.354930780953433
GRÜNE,T13.hofer,0.506893977161541
SPÖ,T13.hofer,0.357382198469139
NEOS,T13.hofer,0.431407009607416
FPÖ,T13.hofer,0.625130080473228
ÖVP,T13.hofer,0.183114561384368
GRÜNE,T14.cookies,0.545248975879173
SPÖ,T14.cookies,0.527193466801521
NEOS,T14.cookies,0.522001634845591
FPÖ,T14.cookies,0.228489888591298
ÖVP,T14.cookies,0.393733801303561
GRÜNE,T15.fluechtlinge,0.329410735528353
SPÖ,T15.fluechtlinge,0.272844366137251
NEOS,T15.fluechtlinge,0.269515587374594
FPÖ,T15.fluechtlinge,0.526665813283649
ÖVP,T15.fluechtlinge,0.630391514456302
GRÜNE,T16.silberstein,0.394604115765481
SPÖ,T16.silberstein,0.204590914118961
NEOS,T16.silberstein,0.474337797559998
FPÖ,T16.silberstein,0.325155355123409
ÖVP,T16.silberstein,0.650327954358038
GRÜNE,T17.news,0.446408738867572
SPÖ,T17.news,0.426967209568256
NEOS,T17.news,0.541814009343465
FPÖ,T17.news,0.515544996824421
ÖVP,T17.news,0.397188026892628
GRÜNE,T18.wien,0.388002560236227
SPÖ,T18.wien,0.199784049403779
NEOS,T18.wien,0.384127306897487
FPÖ,T18.wien,0.531084759012266
ÖVP,T18.wien,0.60093676185336
GRÜNE,T19.menschen,0.425264624483381
SPÖ,T19.menschen,0.503396490778122
NEOS,T19.menschen,0.453192338348129
FPÖ,T19.menschen,0.515704786005057
ÖVP,T19.menschen,0.511284482508944
GRÜNE,T20.euro,0.435032442290785
SPÖ,T20.euro,0.50860160979324
NEOS,T20.euro,0.548360962553505
FPÖ,T20.euro,0.336119246440773
ÖVP,T20.euro,0.500249505470366
GRÜNE,T21.gemeinden,0.378811332492527
SPÖ,T21.gemeinden,0.701116952089789
NEOS,T21.gemeinden,0.412988201701804
FPÖ,T21.gemeinden,0.235934736859077
ÖVP,T21.gemeinden,0.167797920587436
GRÜNE,T22.oevp,0.375089413455699
SPÖ,T22.oevp,0.539197633776024
NEOS,T22.oevp,0.586597107460228
FPÖ,T22.oevp,0.209902727443718
ÖVP,T22.oevp,0.411828894155573
GRÜNE,T23.fpoe,0.551831544960329
SPÖ,T23.fpoe,0.545403929275291
NEOS,T23.fpoe,0.407342957541348
FPÖ,T23.fpoe,0.501704232614267
ÖVP,T23.fpoe,0.196898215059105
GRÜNE,T24.polizei,0.540341911896818
SPÖ,T24.polizei,0.502086967414975
NEOS,T24.polizei,0.298076588211839
FPÖ,T24.polizei,0.60712493035788
ÖVP,T24.polizei,0.103708173109469
GRÜNE,T25.kinder,0.397362272743019
SPÖ,T25.kinder,0.508353169253763
NEOS,T25.kinder,0.487821803220758
FPÖ,T25.kinder,0.277537250019302
ÖVP,T25.kinder,0.575966499250468
GRÜNE,T26.fpoe,0.459092708023609
SPÖ,T26.fpoe,0.531339234190091
NEOS,T26.fpoe,0.432413787071087
FPÖ,T26.fpoe,0.468611490576642
ÖVP,T26.fpoe,0.503631269392075
GRÜNE,T27.deutschland,0.385041947258292
SPÖ,T27.deutschland,0.291283887519688
NEOS,T27.deutschland,0.23343853582035
FPÖ,T27.deutschland,0.573190922141378
ÖVP,T27.deutschland,0.57436798520904
GRÜNE,T28.kickl,0.423248109281711
SPÖ,T28.kickl,0.331284064956158
NEOS,T28.kickl,0.53405950114512
FPÖ,T28.kickl,0.206387365208951
ÖVP,T28.kickl,0.600710613993175
GRÜNE,T29.prozent,0.51975716766618
SPÖ,T29.prozent,0.392492358139056
NEOS,T29.prozent,0.427884893888875
FPÖ,T29.prozent,0.533512371636356
ÖVP,T29.prozent,0.466544590761923
GRÜNE,T30.verantwortung,0.513870851741402
SPÖ,T30.verantwortung,0.614444171479526
NEOS,T30.verantwortung,0.254220769329556
FPÖ,T30.verantwortung,0.31672093834676
ÖVP,T30.verantwortung,0.41579819943997
